u.nom_usuario;m.tit_musica;r.nota_avaliacao;r.data_avaliacao
[Adriana Cunha];[Freakum Dress];5;2021-12-25
[Adriana Cunha];[Free Four];5;2026-01-17
[Adriana Cunha];[Friends];5;2023-03-21
[Adriana Cunha];[Friends Will Be Friends];10;2025-07-13
[Adriana Cunha];[Frozen];5;2025-08-09
[Adriana Cunha];[Fuel];7;2024-07-02
[Adriana Cunha];[Fussing and Fighting];7;2021-04-12
[Adriana Cunha];[Future Days];9;2020-10-23
[Adriana Cunha];[Futureal];9;2020-11-14
[Adriana Cunha];[G4L];10;2021-02-18
[Adriana Cunha];[Gallows Pole];10;2022-07-14
[Adriana Cunha];[Gang Bang];9;2023-10-15
[Adriana Cunha];[Gangland];5;2022-10-05
[Adriana Cunha];[Garden of Eden];5;2022-02-10
[Adriana Cunha];[Gas Panic!];9;2021-09-28
[Adriana Cunha];[Get A Grip];5;2025-01-28
[Adriana Cunha];[Get Em High];7;2024-11-29
[Adriana Cunha];[Get Mine];9;2025-04-12
[Adriana Cunha];[Get Some];5;2024-05-19
[Adriana Cunha];[Get Together];5;2022-01-14
[Adriana Cunha];[Get Up];5;2020-11-14
[Adriana Cunha];[Get Up Offa That Thing];5;2021-05-09
[Adriana Cunha];[Get Your Filthy Hands Off My Desert];5;2020-10-30
[Adriana Cunha];[Getaway];7;2023-05-20
[Adriana Cunha];[Ghetto Woman];8;2024-08-21
[Adriana Cunha];[Gimme Gimme Shock Treatment];8;2023-08-12
[Adriana Cunha];[Gimme! Gimme! Gimme! (A Man After Midnight)];9;2021-02-06
[Adriana Cunha];[Girl From the North Country];10;2023-10-16
[Adriana Cunha];[Girl Gone Wild];6;2024-06-24
[Adriana Cunha];[Give It Up Or Turnit A Loose];9;2025-01-03
[Adriana Cunha];[Give Me Strength];5;2023-08-14
[Adriana Cunha];[Give Up the Ghost];8;2025-08-31
[Adriana Cunha];[Give in to Me];5;2021-01-11
[Adriana Cunha];[Glasgow];5;2020-12-27
[Adriana Cunha];[Glass of Water];5;2021-11-19
[Adriana Cunha];[Go Down];5;2024-11-21
[Adriana Cunha];[Go Down Moses];5;2025-07-14
[Adriana Cunha];[Go West];9;2025-02-26
[Adriana Cunha];[God Of Thunder];6;2021-11-09
[Adriana Cunha];[God Part II];9;2022-02-17
[Adriana Cunha];[God Put a Smile Upon Your Face];6;2025-12-28
[Adriana Cunha];[Gods' Dice];5;2022-03-21
[Adriana Cunha];[Going];10;2022-11-21
[Adriana Cunha];[Golden Years];6;2025-02-16
[Adriana Cunha];[Gone Fishin'];8;2021-11-04
[Adriana Cunha];[Good Girl Gone Bad];10;2025-02-21
[Adriana Cunha];[Good Good Lovin'];10;2025-12-01
[Adriana Cunha];[Good Luck Charm];5;2022-01-16
[Adriana Cunha];[Good People];10;2021-02-17
[Adriana Cunha];[Good Times Bad Times];7;2022-04-27
[Adriana Cunha];[Goodbye Blue Sky];5;2020-10-05
[Adriana Cunha];[Goodbye Cruel World];5;2021-11-12
[Adriana Cunha];[Goodnight Lover];5;2022-11-30
[Adriana Cunha];[Gorgeous];5;2024-10-25
[Adriana Cunha];[Got Dynamite];10;2024-01-11
[Adriana Cunha];[Got Some];8;2024-06-10
[Adriana Cunha];[Got To Choose];5;2023-11-15
[Adriana Cunha];[Gotta Love It];5;2022-01-23
[Adriana Cunha];[Grab Thy Hand];5;2023-02-23
[Adriana Cunha];[Graceland];7;2022-10-27
[Adriana Cunha];[Green Disease];7;2025-10-01
[Adriana Cunha];[Green Eyes];5;2024-07-17
[Adriana Cunha];[Guajira];8;2025-06-08
[Adriana Cunha];[Guilt Trip];5;2021-02-02
[Adriana Cunha];[Guiltiness];8;2024-04-17
[Adriana Cunha];[Gypsy Eyes];5;2023-08-24
[Adriana Cunha];[Half Time];5;2025-04-27
[Adriana Cunha];[Half a World Away];9;2020-10-17
[Adriana Cunha];[Half the World Away];7;2025-02-12
[Adriana Cunha];[Hallelujah I Love Her So];8;2024-01-30
[Adriana Cunha];[Hallo Spaceboy];8;2025-04-10
[Adriana Cunha];[Hallowed Be Thy Name];5;2025-05-31
[Adriana Cunha];[Hallucinate];5;2026-01-02
[Adriana Cunha];[Hand in Hand];8;2025-12-20
[Adriana Cunha];[Hands On];5;2023-09-22
[Adriana Cunha];[Hang Tough];5;2023-02-09
[Adriana Cunha];[Hangman Jury];10;2025-05-31
[Adriana Cunha];[Happy New Year];5;2024-07-16
[Adriana Cunha];[Hard];10;2021-12-14
[Adriana Cunha];[Hard Headed Woman];5;2023-02-12
[Adriana Cunha];[Hard Luck Woman];7;2025-02-18
[Adriana Cunha];[Hard as a Rock];6;2023-12-17
[Adriana Cunha];[Harlem's Nocturne];9;2025-08-23
[Adriana Cunha];[Havana Affair];8;2021-02-08
[Adriana Cunha];[Have You Ever Seen The Rain];5;2024-01-21
[Adriana Cunha];[Have a Cigar];5;2020-10-26
[Adriana Cunha];[He Can Only Hold Her];5;2024-09-29
[Adriana Cunha];[He Wasn't];8;2025-10-14
[Adriana Cunha];[Head Above Water];10;2022-02-10
[Adriana Cunha];[Head Over Heels];9;2025-08-16
[Adriana Cunha];[Headlong];5;2025-12-02
[Adriana Cunha];[Headshrinker];5;2023-03-17
[Adriana Cunha];[Heal Me];5;2020-12-19
[Adriana Cunha];[Heal the World];5;2021-04-17
[Adriana Cunha];[Heard 'Em Say];8;2021-08-06
[Adriana Cunha];[Heart Attack];10;2022-02-17
[Adriana Cunha];[Heart's Done Time];5;2024-05-26
[Adriana Cunha];[Heart-Shaped Box];9;2023-10-14
[Adriana Cunha];[Heartbreak Hotel];6;2024-03-29
[Adriana Cunha];[Heartbreaker];5;2024-05-09
[Adriana Cunha];[Heartbreaker (Live)];5;2024-03-07
[Adriana Cunha];[Heartless];5;2025-04-25
[Adriana Cunha];[Hearts and Bones];5;2024-10-11
[Adriana Cunha];[Heathen (The Rays)];8;2022-11-21
[Adriana Cunha];[Heatseeker];6;2024-06-19
[Adriana Cunha];[Hello Heartache];9;2020-08-09
[Adriana Cunha];[Hells Bells];7;2025-07-25
[Adriana Cunha];[Help The Poor];5;2021-11-04
[Adriana Cunha];[Help Yourself];10;2022-01-12
[Adriana Cunha];[Here Comes the Supernatural Anaesthetist];5;2021-06-12
[Adriana Cunha];[Hero of the Day];5;2023-05-04
[Adriana Cunha];[Heroes];10;2021-12-16
[Adriana Cunha];[Hey Baby (New Rising Sun)];5;2024-10-31
[Adriana Cunha];[Hey Hey Hey];6;2025-03-28
[Adriana Cunha];[Hey Hey What Can I Do];9;2023-08-09
[Adriana Cunha];[Highway Chile];9;2025-02-14
[Adriana Cunha];[Hit the Road Jack];5;2024-05-05
[Adriana Cunha];[Hold Me Back];5;2024-11-05
[Adriana Cunha];[Hold Up];5;2024-06-28
[Adriana Cunha];[Holes To Heaven];5;2021-06-03
[Adriana Cunha];[Hollow Eyes];8;2024-07-06
[Adriana Cunha];[Hollywood (Africa)];5;2022-01-24
[Adriana Cunha];[Home Tonight];5;2022-11-08
[Adriana Cunha];[Home and Dry];5;2022-11-20
[Adriana Cunha];[Homem Amarelo];7;2020-08-15
[Adriana Cunha];[Hometown Glory (High Contrast remix)];10;2023-08-16
[Adriana Cunha];[Honey];10;2022-12-09
[Adriana Cunha];[Honey];8;2024-08-26
[Adriana Cunha];[Honeymoon];5;2025-01-03
[Adriana Cunha];[Hope You're Feeling Better];5;2025-10-01
[Adriana Cunha];[Hot];5;2022-04-15
[Adriana Cunha];[Hot Legs];8;2021-04-18
[Adriana Cunha];[Hot Stuff];5;2021-05-19
[Adriana Cunha];[Hound Dog];8;2025-11-18
[Adriana Cunha];[House of Cards];9;2022-04-11
[Adriana Cunha];[House of the Risin' Sun];6;2024-10-12
[Adriana Cunha];[How Come You Don't Call Me];8;2022-02-03
[Adriana Cunha];[How Do You?];7;2025-04-10
[Adriana Cunha];[How Does It Feel];10;2022-05-07
[Adriana Cunha];[How High];10;2024-12-22
[Adriana Cunha];[How Will I Know];5;2022-03-20
[Adriana Cunha];[How to Disappear Completely];9;2021-11-14
[Adriana Cunha];[Human Nature];7;2020-10-14
[Adriana Cunha];[Hung Up];5;2024-05-08
[Adriana Cunha];[Hunting High and Low];5;2022-05-01
[Adriana Cunha];[Hurricane];8;2021-04-26
[Adriana Cunha];[Hurting Each Other];5;2021-05-02
[Adriana Cunha];[I Am A Wicked Child];5;2025-03-07
[Adriana Cunha];[I Bloom Blaum];5;2024-04-04
[Adriana Cunha];[I Can't];7;2025-12-24
[Adriana Cunha];[I Can't Dance];8;2022-12-19
[Adriana Cunha];[I Can't Help It];5;2025-05-13
[Adriana Cunha];[I Can't Hold Out];5;2024-08-19
[Adriana Cunha];[I Can't Stop Loving You];10;2024-12-09
[Adriana Cunha];[I Can't Tell You Why];8;2025-10-09
[Adriana Cunha];[I Don't Believe You (She Acts Like We Never Have Met)];5;2024-01-27
[Adriana Cunha];[I Don't Live Today];6;2024-09-29
[Adriana Cunha];[I Don't Remember];10;2024-02-02
[Adriana Cunha];[I Don't Wanna Cry];8;2021-01-18
[Adriana Cunha];[I Don't Want To Change The World];8;2021-04-06
[Adriana Cunha];[I Don't Want Your Love];5;2021-10-17
[Adriana Cunha];[I Feel Love];7;2020-11-12
[Adriana Cunha];[I Forgot to Remember to Forget];7;2022-09-22
[Adriana Cunha];[I Get It];5;2022-03-26
[Adriana Cunha];[I Get Money];6;2021-12-22
[Adriana Cunha];[I Get a Kick Out of You];5;2022-09-13
[Adriana Cunha];[I Got Trouble];9;2025-05-14
[Adriana Cunha];[I Got You (I Feel Good)];5;2022-08-29
[Adriana Cunha];[I Got a Woman];9;2025-03-17
[Adriana Cunha];[I Grieve];7;2022-08-01
[Adriana Cunha];[I Have Nothing];7;2022-03-27
[Adriana Cunha];[I Have a Dream];9;2021-07-22
[Adriana Cunha];[I Heard Love Is Blind];5;2021-11-03
[Adriana Cunha];[I Just Want You];5;2025-06-27
[Adriana Cunha];[I Love It Loud];5;2022-11-13
[Adriana Cunha];[I Love New York];6;2021-01-26
[Adriana Cunha];[I Love You All];5;2025-05-05
[Adriana Cunha];[I Love the Rain];5;2024-10-12
[Adriana Cunha];[I Might Be Wrong];7;2022-09-10
[Adriana Cunha];[I Need Your Love Tonight];5;2023-12-24
[Adriana Cunha];[I Ran Away];10;2023-04-06
[Adriana Cunha];[I Shall Be Free];5;2020-08-09
[Adriana Cunha];[I Shall Be Released];8;2020-09-06
[Adriana Cunha];[I Shot The Sheriff];9;2021-07-05
[Adriana Cunha];[I Started A Joke];5;2024-07-31
[Adriana Cunha];[I Still Haven't Found What I'm Looking For];10;2020-10-07
[Adriana Cunha];[I Turn to You];5;2022-08-16
[Adriana Cunha];[I Wanna Be Where You Are];5;2025-02-14
[Adriana Cunha];[I Want Tomorrow];5;2023-01-06
[Adriana Cunha];[I Want to Break Free];5;2023-05-16
[Adriana Cunha];[I Was Made for Lovin' You];7;2022-12-11
[Adriana Cunha];[I Was on a Mountain];9;2024-10-28
[Adriana Cunha];[I Will];5;2025-02-24
[Adriana Cunha];[I Will Follow];9;2022-02-07
[Adriana Cunha];[I Wish It Would Rain Down];5;2022-07-28
[Adriana Cunha];[I Won't Dance];9;2022-02-28
[Adriana Cunha];[I Won't Let You Go];5;2024-11-15
[Adriana Cunha];[I Wouldn't Normally Do This Kind of Thing];5;2021-09-15
[Adriana Cunha];[I'll Be Lovin' U Long Time];8;2024-07-08
[Adriana Cunha];[I'll Be Waiting];7;2021-12-22
[Adriana Cunha];[I'll Be Your Baby Tonight];6;2023-09-16
[Adriana Cunha];[I'll Go Crazy];10;2024-12-08
[Adriana Cunha];[I'll Go Crazy If I Don't Go Crazy Tonight];6;2023-03-23
[Adriana Cunha];[I'll Sleep When I'm Dead];5;2025-07-10
[Adriana Cunha];[I'll Survive];8;2024-09-13
[Adriana Cunha];[I'm Coming Out];5;2025-07-04
[Adriana Cunha];[I'm Deranged];5;2022-01-29
[Adriana Cunha];[I'm Down];8;2025-06-08
[Adriana Cunha];[I'm Gonna Crawl];6;2020-09-11
[Adriana Cunha];[I'm Not Moving];10;2024-11-29
[Adriana Cunha];[I'm Still Waiting];9;2022-01-27
[Adriana Cunha];[I'm Your Angel];7;2024-10-19
[Adriana Cunha];[I'm Your Baby Tonight];5;2020-09-25
[Adriana Cunha];[I've Been Waiting for You];5;2021-11-19
[Adriana Cunha];[I've Got An Angel];8;2025-12-01
[Adriana Cunha];[I've Got the World On a String];6;2023-11-18
[Adriana Cunha];[Idiot Wind];5;2022-01-30
[Adriana Cunha];[Idioteque];5;2023-08-10
[Adriana Cunha];[If];8;2021-08-12
[Adriana Cunha];[If 6 Was 9];6;2022-01-05
[Adriana Cunha];[If I Ain't Got You];10;2024-01-14
[Adriana Cunha];[If I Can't];8;2023-01-04
[Adriana Cunha];[If I Had Eyes];5;2025-02-01
[Adriana Cunha];[If I Had Possession Over Judgement Day];5;2025-10-03
[Adriana Cunha];[If I Were a Boy];6;2024-03-04
[Adriana Cunha];[If It's Lovin' That You Want];9;2023-05-29
[Adriana Cunha];[If We Hold On Together];5;2025-09-03
[Adriana Cunha];[If You Want It];5;2023-05-06
[Adriana Cunha];[Ill Wind];5;2022-10-22
[Adriana Cunha];[Illegal Alien];5;2026-01-12
[Adriana Cunha];[Immortality];5;2022-04-09
[Adriana Cunha];[In And Out Of Love];5;2025-12-16
[Adriana Cunha];[In Bloom];9;2025-10-12
[Adriana Cunha];[In Case];5;2025-11-30
[Adriana Cunha];[In Common];7;2023-05-04
[Adriana Cunha];[In Da Club];5;2020-08-16
[Adriana Cunha];[In Doubt];6;2025-10-02
[Adriana Cunha];[In From The Storm];7;2020-11-06
[Adriana Cunha];[In Limbo];5;2025-07-14
[Adriana Cunha];[In Love With Myself];5;2023-07-25
[Adriana Cunha];[In My Time of Dyin'];7;2023-05-07
[Adriana Cunha];[In My Time of Dying];5;2021-06-21
[Adriana Cunha];[In The Moonlight];5;2023-10-11
[Adriana Cunha];[In the Air Tonight];5;2025-06-29
[Adriana Cunha];[In the Evening];7;2023-08-13
[Adriana Cunha];[In the Flesh];5;2021-01-22
[Adriana Cunha];[In the Ghetto];5;2023-11-09
[Adriana Cunha];[In the Wee Small Hours of the Morning];7;2024-01-18
[Adriana Cunha];[Inaudible Melodies];8;2025-05-11
[Adriana Cunha];[India Rubber];6;2025-08-01
[Adriana Cunha];[Indifference];8;2022-11-14
[Adriana Cunha];[Infallible];6;2024-02-27
[Adriana Cunha];[Innuendo];8;2022-09-24
[Adriana Cunha];[Into The Night];7;2021-05-23
[Adriana Cunha];[Intro / Stronger Than Me];7;2024-11-16
[Adriana Cunha];[Intruder];5;2021-04-29
[Adriana Cunha];[Invaders];10;2023-05-28
[Adriana Cunha];[Invisible Touch];5;2021-04-24
[Adriana Cunha];[Ironic];5;2023-08-11
[Adriana Cunha];[Is It Any Wonder?];5;2023-09-10
[Adriana Cunha];[Is There Any Love In Your Heart];8;2020-08-03
[Adriana Cunha];[Isaac];8;2021-07-27
[Adriana Cunha];[Isis];6;2024-03-18
[Adriana Cunha];[It Ain't Easy];10;2024-10-03
[Adriana Cunha];[It Ain't Me Babe];6;2024-08-21
[Adriana Cunha];[It Happened Today];6;2023-06-13
[Adriana Cunha];[It Never Rains];5;2021-02-19
[Adriana Cunha];[It's All Over Now];5;2024-05-05
[Adriana Cunha];[It's Alright];5;2021-01-02
[Adriana Cunha];[It's Alright];5;2021-09-24
[Adriana Cunha];[It's Electric];5;2022-08-26
[Adriana Cunha];[It's Going To Take Some Time];10;2024-02-05
[Adriana Cunha];[It's Late];10;2022-06-06
[Adriana Cunha];[It's Like That];5;2021-05-11
[Adriana Cunha];[It's My Own Fault];9;2021-08-03
[Adriana Cunha];[It's Now or Never];5;2022-03-20
[Adriana Cunha];[It's Only a Paper Moon];5;2024-07-22
[Adriana Cunha];[It's So Easy];7;2022-03-17
[Adriana Cunha];[It's Your Life];5;2021-01-01
[Adriana Cunha];[It's a Sin];6;2023-02-18
[Adriana Cunha];[Jah Live];9;2021-05-22
[Adriana Cunha];[Jailbait];5;2024-09-18
[Adriana Cunha];[Jailhouse Rock];5;2022-07-08
[Adriana Cunha];[Jam];5;2025-01-28
[Adriana Cunha];[James Dean];5;2021-08-20
[Adriana Cunha];[Jamming];5;2022-02-25
[Adriana Cunha];[Japanese to English];5;2021-03-05
[Adriana Cunha];[Jealous];7;2022-07-27
[Adriana Cunha];[Jealousy];8;2025-02-03
[Adriana Cunha];[Jeepers Creepers];10;2023-05-17
[Adriana Cunha];[Jeremy];9;2025-12-29
[Adriana Cunha];[Jesus Walks];5;2025-05-10
[Adriana Cunha];[Jingle Bells];7;2022-12-04
[Adriana Cunha];[Jingo];9;2021-08-09
[Adriana Cunha];[Joanne];5;2024-06-04
[Adriana Cunha];[Joey];10;2022-03-09
[Adriana Cunha];[Johnny Was];5;2023-02-11
[Adriana Cunha];[Jokerman];6;2025-08-15
[Adriana Cunha];[Journey To The Center Of The Mind];9;2023-02-01
[Adriana Cunha];[Journeyman];9;2022-11-23
[Adriana Cunha];[Judas];5;2024-03-28
[Adriana Cunha];[Judge Not];5;2022-11-02
[Adriana Cunha];[Just Dance];10;2021-01-23
[Adriana Cunha];[Just Like Tom Thumb's Blues];5;2023-12-05
[Adriana Cunha];[Just Like a Woman];5;2022-02-27
[Adriana Cunha];[Just One of Those Things];8;2021-06-22
[Adriana Cunha];[Just Push Play];8;2025-10-18
[Adriana Cunha];[Justify My Love];7;2021-09-27
[Adriana Cunha];[Karma Police];5;2023-06-12
[Adriana Cunha];[Kashmir];7;2024-08-14
[Adriana Cunha];[Katy Song];5;2025-08-12
[Adriana Cunha];[Keep Holding On];7;2021-03-04
[Adriana Cunha];[Keep the Faith];10;2021-02-11
[Adriana Cunha];[Key To The Highway];7;2025-07-09
[Adriana Cunha];[Killer Cars];7;2025-06-20
[Adriana Cunha];[Killers];5;2021-10-18
[Adriana Cunha];[Killing Time];6;2021-11-04
[Adriana Cunha];[Kinetic];5;2020-09-13
[Adriana Cunha];[King Creole];5;2021-10-19
[Adriana Cunha];[Kinky Reggae];10;2022-12-07
[Adriana Cunha];[Kiss and Make Up];6;2020-12-23
[Adriana Cunha];[Kisses Don't Lie];5;2025-02-17
[Adriana Cunha];[Kite];5;2022-02-01
[Adriana Cunha];[Kitty Kat];5;2021-01-17
[Adriana Cunha];[Knives Out];5;2023-01-31
[Adriana Cunha];[Knockin' On Heaven's Door];6;2024-10-07
[Adriana Cunha];[Know You Now];7;2024-06-06
[Adriana Cunha];[Knowing Me];10;2023-09-04
[Adriana Cunha];[Kohoutek];5;2023-02-26
[Adriana Cunha];[Kooks];10;2021-05-14
[Adriana Cunha];[Kozmic Blues];5;2023-07-27
[Adriana Cunha];[L.A.];5;2025-02-09
[Adriana Cunha];[La La Land];10;2023-04-23
[Adriana Cunha];[Lady Marmalade];5;2023-08-29
[Adriana Cunha];[Lake Of Fire];5;2021-11-07
[Adriana Cunha];[Last Child];6;2022-12-24
[Adriana Cunha];[Last Kiss];5;2021-06-05
[Adriana Cunha];[Late in the Evening];5;2022-10-20
[Adriana Cunha];[Laughing];8;2024-12-17
[Adriana Cunha];[Lay All Your Love on Me];5;2023-07-07
[Adriana Cunha];[Lay Lady Lay];10;2023-09-22
[Adriana Cunha];[Lay Your World on Me];6;2020-10-20
[Adriana Cunha];[Lazarus];5;2020-09-10
[Adriana Cunha];[Lazy Days];7;2024-02-03
[Adriana Cunha];[Learnin' The Blues];5;2024-02-20
[Adriana Cunha];[Leave Me Alone];6;2021-03-03
[Adriana Cunha];[Leave My Woman Alone];10;2024-04-18
[Adriana Cunha];[Leaving New York];5;2023-04-21
[Adriana Cunha];[Leaving So Soon?];9;2022-03-26
[Adriana Cunha];[Lemme Get That];9;2022-03-15
[Adriana Cunha];[Lemon];9;2023-02-26
[Adriana Cunha];[Leopard-Skin Pill-Box Hat];5;2026-01-20
[Adriana Cunha];[Less Than a Pearl];9;2025-06-06
[Adriana Cunha];[Let It Be Sung];10;2025-12-14
[Adriana Cunha];[Let It Grow];5;2024-11-13
[Adriana Cunha];[Let It Rain];5;2024-04-23
[Adriana Cunha];[Let It Snow];7;2024-05-03
[Adriana Cunha];[Let It Snow! Let It Snow! Let It Snow!];6;2022-02-11
[Adriana Cunha];[Let Me Live];5;2022-11-23
[Adriana Cunha];[Let There Be Love];10;2024-11-05
[Adriana Cunha];[Let There Be Rock];5;2024-01-04
[Adriana Cunha];[Light Inside];5;2024-06-18
[Adriana Cunha];[Light Years];5;2021-04-12
[Adriana Cunha];[Like I Do];7;2021-04-20
[Adriana Cunha];[Like You'll Never See Me Again];5;2022-02-14
[Adriana Cunha];[Like a Rolling Stone];5;2024-03-30
[Adriana Cunha];[Like a Virgin];5;2024-02-05
[Adriana Cunha];[Lily of the Valley];7;2023-10-26
[Adriana Cunha];[Line Up];5;2024-04-19
[Adriana Cunha];[Lions];5;2023-05-03
[Adriana Cunha];[Listen];10;2022-10-16
[Adriana Cunha];[Listen Up];10;2025-03-28
[Adriana Cunha];[Little James];5;2020-08-22
[Adriana Cunha];[Little Wing];10;2025-05-28
[Adriana Cunha];[Little by Little];10;2022-09-27
[Adriana Cunha];[Live];10;2022-02-15
[Adriana Cunha];[Live and Let Die];5;2023-10-17
[Adriana Cunha];[Live to Win];9;2025-10-24
[Adriana Cunha];[Lively Up Yourself];5;2021-08-01
[Adriana Cunha];[Lo and Behold];6;2024-07-25
[Adriana Cunha];[Lolita];5;2024-11-26
[Adriana Cunha];[London By Night];5;2026-01-14
[Adriana Cunha];[Lonely Avenue];5;2021-10-16
[Adriana Cunha];[Lonesome Day Blues];6;2020-10-04
[Adriana Cunha];[Long];5;2025-11-19
[Adriana Cunha];[Long Long Journey];7;2022-09-18
[Adriana Cunha];[Long Road];5;2024-10-04
[Adriana Cunha];[Look Around];7;2025-01-17
[Adriana Cunha];[Look What I Found];5;2021-09-17
[Adriana Cunha];[Lord Don't Slow Me Down];5;2023-11-30
[Adriana Cunha];[Lord of the Flies];5;2021-02-03
[Adriana Cunha];[Los Endos];5;2022-02-06
[Adriana Cunha];[Losing Grip];6;2025-02-25
[Adriana Cunha];[Losing Hope];5;2025-05-17
[Adriana Cunha];[Losing My Religion];5;2025-01-26
[Adriana Cunha];[Lost];6;2025-10-04
[Adriana Cunha];[Lost for Words];5;2025-09-07
[Adriana Cunha];[Lost!];5;2022-11-03
[Adriana Cunha];[Lost?];5;2022-11-12
[Adriana Cunha];[Lotus Flower];5;2020-09-23
[Adriana Cunha];[Louder Than Words];8;2025-09-13
[Adriana Cunha];[Lounge Act];7;2024-03-17
[Adriana Cunha];[Love Boat Captain];5;2020-08-11
[Adriana Cunha];[Love Bomb];8;2024-01-30
[Adriana Cunha];[Love For Sale];5;2021-07-14
[Adriana Cunha];[Love Gun];5;2021-01-18
[Adriana Cunha];[Love Hangover];8;2025-01-13
[Adriana Cunha];[Love Hungry Man];5;2021-08-01
[Adriana Cunha];[Love Is Blind];7;2021-02-04
[Adriana Cunha];[Love Is Blindness];6;2024-12-06
[Adriana Cunha];[Love Is Gone];6;2023-03-22
[Adriana Cunha];[Love Is Here to Stay];9;2020-08-15
[Adriana Cunha];[Love Is My Disease];9;2020-09-02
[Adriana Cunha];[Love Lockdown];7;2021-03-24
[Adriana Cunha];[Love Sick];8;2025-09-14
[Adriana Cunha];[Love Will Keep Us Alive];5;2021-06-03
[Adriana Cunha];[Love Will Save the Day];10;2025-08-29
[Adriana Cunha];[Love You Till Tuesday];10;2023-09-11
[Adriana Cunha];[Love of My Life];5;2023-01-03
[Adriana Cunha];[Love to Love You Baby];6;2022-06-19
[Adriana Cunha];[LoveGame];9;2025-01-20
[Adriana Cunha];[Loverman];5;2024-08-31
[Adriana Cunha];[Lovetown];5;2022-04-21
[Adriana Cunha];[Low];5;2022-08-02
[Adriana Cunha];[Low Light];5;2022-02-10
[Adriana Cunha];[Loyalty];7;2022-05-22
[Adriana Cunha];[Lucifer Sam];5;2022-06-24
[Adriana Cunha];[Lucille];5;2023-09-03
[Adriana Cunha];[Lucky];5;2024-07-04
[Adriana Cunha];[Lucky Star];5;2024-11-16
[Adriana Cunha];[Lurgee];5;2025-10-27
[Adriana Cunha];[Luv Lies];5;2021-03-02
[Adriana Cunha];[Lyin' Eyes];5;2025-11-18
[Adriana Cunha];[Lyla];5;2023-06-15
[Adriana Cunha];[MLK];10;2024-02-03
[Adriana Cunha];[Mack the Knife];7;2024-08-15
[Adriana Cunha];[Madagascar];10;2022-09-16
[Adriana Cunha];[Made in Heaven];9;2020-12-13
[Adriana Cunha];[Magic];5;2025-02-22
[Adriana Cunha];[Maid Of Bond Street];5;2023-12-04
[Adriana Cunha];[Main Theme];7;2024-12-07
[Adriana Cunha];[Make It Funky];5;2025-01-10
[Adriana Cunha];[Malted Milk];10;2021-02-02
[Adriana Cunha];[Mama Kin];5;2022-08-04
[Adriana Cunha];[Mama Said];5;2023-02-04
[Adriana Cunha];[Man Down];5;2024-11-18
[Adriana Cunha];[Man in the Mirror];6;2025-07-06
[Adriana Cunha];[Man of Constant Sorrow];5;2022-10-25
[Adriana Cunha];[Many Men (Wish Death)];8;2024-10-03
[Adriana Cunha];[Mar De Gente];5;2021-12-03
[Adriana Cunha];[Maria Maria];5;2024-07-17
[Adriana Cunha];[Marooned];5;2022-01-26
[Adriana Cunha];[Mas];5;2020-12-26
[Adriana Cunha];[Massachusetts];5;2021-12-13
[Adriana Cunha];[Masters of War];5;2021-02-22
[Adriana Cunha];[Material Girl];5;2022-11-19
[Adriana Cunha];[Matilda Mother];9;2025-05-09
[Adriana Cunha];[May This Be Love];5;2022-01-21
[Adriana Cunha];[Me];5;2023-02-05
